id,sentence_id,cluster_id,similarity_to_cluster_centroid,team_id
537650,1021549,46932,0.624966,427
537651,1019906,46932,0.657216,427
537652,1019868,46932,0.663746,427
537653,1020731,46932,0.732137,427
537654,1023061,46932,0.733242,427
537655,1020951,46932,0.736942,427
537656,1020525,46932,0.750732,427
537657,1023635,46932,0.753145,427
537658,1021489,46932,0.771184,427
537659,1021120,46932,0.785228,427
537732,1023795,46936,,427
537733,1024038,46936,0.806194,427
537734,1021608,46936,0.717582,427
537735,1024039,46936,0.8032,427
537736,1024102,46936,0.797692,427
537737,1019822,46936,0.788367,427
537738,1020118,46936,0.840293,427
537739,1019644,46936,0.752003,427
538114,1020492,46966,,427
538115,1021985,46966,0.452327,427
538116,1023918,46966,0.463951,427
538117,1022154,46966,0.478497,427
538118,1021240,46966,0.586309,427
538119,1021354,46966,0.662789,427
538120,1021779,46966,0.707893,427
538121,1023029,46966,0.76753,427
538122,1023038,46966,0.770306,427
538123,1021785,46966,0.813016,427
538124,1020695,46966,0.814096,427
538125,1022157,46966,0.837763,427
538136,1020632,46968,,427
538137,1020788,46968,0.412803,427
538138,1021241,46968,0.560534,427
538139,1022255,46968,0.577569,427
538140,1022066,46968,0.625793,427
538141,1022253,46968,0.629628,427
538142,1021998,46968,0.682299,427
538143,1020744,46968,0.691161,427
538144,1020696,46968,0.693284,427
538145,1022291,46968,0.710847,427
538146,1022174,46968,0.714284,427
538147,1021986,46968,0.719236,427
538148,1021867,46968,0.740611,427
538149,1021987,46968,0.787157,427
538150,1021869,46968,0.795704,427
538151,1021567,46968,0.850686,427
538152,1021603,46968,0.871071,427
538153,1021568,46968,0.895993,427
538165,1020789,46970,,427
538166,1024235,46970,0.61443,427
538167,1023957,46970,0.674315,427
538168,1023012,46970,0.723127,427
538171,1021266,46970,0.765036,427
538172,1021214,46970,0.773644,427
538193,1023740,46973,,427
538194,1023943,46973,0.511767,427
538195,1022687,46973,0.654013,427
538196,1022676,46973,0.765697,427
538197,1022675,46973,0.84301,427
538198,1023937,46973,0.683284,427
538199,1022679,46973,0.679324,427
538200,1023784,46973,0.84508,427
538202,1023484,46973,0.878377,427
538203,1024244,46973,0.903992,427
538206,1020188,46923,,427
538207,1020536,46923,,427
538208,1020547,46923,,427
538209,1020570,46923,,427
538210,1020573,46923,,427
538211,1020743,46923,,427
538212,1020872,46923,,427
538213,1021389,46923,,427
538214,1021402,46923,,427
538215,1021403,46923,,427
538216,1022142,46923,,427
538217,1019617,46908,,427
538218,1020581,46908,,427
538219,1021287,46908,,427
538220,1021745,46908,,427
677713,1019365,46968,,427
683596,1020498,46968,0,427
683597,1021425,46968,0,427
683598,1021781,46968,0,427
683599,1022526,46968,0,427
683600,1023971,46968,0,427
683601,1021003,46904,0,427
683602,1022724,46904,0,427
683603,1230489,46904,0,427
683604,1020139,46905,0,427
683605,1021780,46905,0,427
683606,1230371,46905,0,427
683607,1230436,46905,0,427
683608,1230563,46905,0,427
683609,1230672,46905,0,427
683610,1230684,46905,0,427
683611,1230728,46905,0,427
683612,1230317,46905,0,427
683613,1230594,46905,0,427
683614,1230604,46905,0,427
683615,1230649,46905,0,427
683616,1230417,46905,0,427
683617,1230562,46905,0,427
683618,1230620,46905,0,427
683619,1230778,46905,0,427
683620,1230463,46908,0,427
683621,1020863,46908,0,427
683622,1021047,46908,0,427
683623,1022565,46908,0,427
683624,1022952,46908,0,427
683625,1024230,46908,0,427
683626,1230452,46908,0,427
683627,1019758,46914,0,427
683628,1020177,46914,0,427
683629,1020568,46914,0,427
683630,1020666,46914,0,427
683631,1022514,46914,0,427
683632,1022543,46914,0,427
683633,1022745,46914,0,427
683634,1022895,46914,0,427
683635,1023052,46914,0,427
683636,1023141,46914,0,427
683637,1023236,46914,0,427
683638,1023329,46914,0,427
683639,1024161,46914,0,427
683640,1230768,46914,0,427
683641,1019632,46914,0,427
683642,1020014,46914,0,427
683643,1022469,46914,0,427
683644,1022512,46914,0,427
683645,1230296,46914,0,427
683646,1019478,46920,0,427
683647,1022640,46920,0,427
683648,1024021,46920,0,427
683650,1020357,46932,0,427
683651,1230400,46932,0,427
683652,1230764,46932,0,427
683653,1230327,46932,0,427
683654,1230651,46932,0,427
683655,1019587,46936,0,427
683656,1020461,46923,0,427
683657,1021216,46966,0,427
683658,1022173,46966,0,427
683659,1230589,46966,0,427
683660,1020653,46970,0,427
683661,1020825,46970,0,427
683662,1022692,46970,0,427
683663,1230321,46970,0,427
683664,1022284,46973,0,427
683665,1023199,46973,0,427
684477,1019785,56726,0.975994,427
684478,1020474,56726,0.975325,427
684479,1020681,56726,0.975086,427
684480,1230545,56726,0.974308,427
684481,1020922,56726,0.972429,427
684482,1020764,56726,0.97224,427
684483,1231310,56726,0.971014,427
684485,1020597,56726,0.970082,427
684486,1230332,56726,0.969791,427
684487,1231309,56726,0.969047,427
684488,1019773,56726,0.968582,427
684489,1230911,56726,0.968058,427
684490,1021096,56726,0.967521,427
684491,1022887,56726,0.966969,427
684492,1020665,56726,0.964997,427
684493,1020324,56726,0.964049,427
684494,1230407,56726,0.96353,427
684955,1022220,56744,0.971264,427
684956,1022058,56744,0.969908,427
684957,1022669,56744,0.969708,427
684958,1020470,56744,0.967938,427
684959,1019684,56744,0.967571,427
684960,1020241,56744,0.967413,427
684961,1020810,56744,0.967335,427
684962,1230570,56744,0.967066,427
684963,1020346,56744,0.966417,427
684964,1021810,56744,0.965656,427
684965,1230547,56744,0.964995,427
684966,1019841,56744,0.96432,427
684967,1021920,56744,0.963739,427
684968,1230647,56744,0.963369,427
684969,1019905,56744,0.962728,427
684970,1019652,56744,0.962187,427
684971,1022044,56744,0.962164,427
684972,1230646,56744,0.961081,427
684973,1023364,56744,0.960367,427
684974,1019657,56744,0.960316,427
684975,1022493,56744,0.960093,427
684976,1022185,56744,0.959081,427
685055,1023633,56748,0.977325,427
685056,1024259,56748,0.976975,427
685057,1230940,56748,0.976933,427
685058,1230943,56748,0.975701,427
685059,1023632,56748,0.975297,427
685060,1022282,56748,0.974423,427
685061,1024257,56748,0.974178,427
685062,1024231,56748,0.972824,427
685063,1022466,56748,0.972404,427
685064,1230939,56748,0.971818,427
685065,1231539,56748,0.970089,427
685066,1023150,56748,0.969828,427
685067,1019721,56748,0.96774,427
685068,1020864,56748,0.967419,427
685069,1023110,56748,0.966706,427
685230,1231141,46904,0,427
685231,1231344,46904,0,427
685232,1230877,46905,0,427
685233,1231181,46905,0,427
685234,1231294,46905,0,427
685235,1231319,46905,0,427
685236,1231415,46905,0,427
685237,1231444,46905,0,427
685238,1231561,46905,0,427
685239,1231191,46905,0,427
685240,1230844,46905,0,427
685241,1230792,46908,0,427
685242,1231550,46908,0,427
685243,1231124,46914,0,427
685244,1231448,46914,0,427
685245,1231451,46914,0,427
685246,1231127,46914,0,427
685247,1231220,46914,0,427
685250,1231120,46920,0,427
685251,1231536,46920,0,427
685254,1231187,46932,0,427
685255,1231185,46932,0,427
685256,1231495,46936,0,427
685257,1230803,46973,0,427
988248,1230320,46936,,427
988249,1230333,46936,,427
988250,1230898,46936,,427
988251,1231236,46936,,427
988252,1230629,46923,,427
988253,1019598,46936,,427
988254,1231283,56748,,427
988255,1230591,46968,,427
988256,1020314,46968,,427
988257,1021265,46968,,427
988258,1021612,46968,,427
988259,1021356,46968,,427
988260,1231149,103529,1,427
988261,1231434,103529,0.993284,427
988262,1019621,103529,0.99322,427
988263,1020943,103529,0.99322,427
988264,1020945,103529,0.99322,427
988265,1021741,103529,0.99322,427
988266,1230429,103529,0.99322,427
988267,1230606,103529,0.99322,427
988268,1022508,103529,0.993756,427
988269,1020912,103529,0.988616,427
988270,1021222,103529,0.988616,427
988271,1021450,103529,0.988616,427
988272,1019792,103529,0.979686,427
988273,1021388,103529,0.982504,427
988274,1021728,103529,0.984493,427
988275,1020002,103529,0.978258,427
988276,1021058,103529,0.983069,427
988277,1021414,103529,0.976189,427
988278,1021429,103529,0.979243,427
988279,1022122,103529,0.978653,427
988280,1019869,103529,0.982313,427
988281,1024000,103529,0.977691,427
988282,1021904,103529,0.977319,427
988283,1020431,103529,0.975148,427
988284,1019638,103529,0.975966,427
988285,1022241,103529,0.980984,427
988286,1021447,103529,0.973125,427
988287,1231184,103529,0.970382,427
988288,1019473,103529,0.972555,427
988289,1230595,103529,0.969319,427
988290,1230919,103529,0.969288,427
988291,1023695,103529,0.970953,427
988292,1019363,103529,0.975117,427
988293,1231559,103529,0.967084,427
988294,1021648,103529,0.967067,427
988295,1019548,103529,0.970812,427
988296,1231010,103529,0.96574,427
988297,1022522,103529,0.970189,427
988298,1022984,103529,0.969053,427
988299,1019798,103529,0.971629,427
988300,1021210,103529,0.967513,427
988301,1021035,103529,0.970585,427
988302,1023838,103529,0.965471,427
988303,1020560,103529,0.964047,427
988304,1019893,103529,0.965513,427
988305,1023176,103529,0.964749,427
988306,1024222,103529,0.969405,427
988307,1231425,103529,0.969628,427
988308,1230490,103529,0.971141,427
988309,1023914,103529,0.965559,427
988310,1231036,103529,0.970653,427
988311,1230780,103529,0.968996,427
988312,1020313,103529,0.962198,427
988313,1230472,103529,0.965438,427
988314,1021105,103529,0.966089,427
988315,1023001,103529,0.967995,427
988316,1022534,103529,0.96157,427
988317,1020414,103529,0.966216,427
988318,1231297,103529,0.963076,427
988319,1230469,103529,0.965642,427
988320,1022372,103529,0.962187,427
988321,1024262,103529,0.962273,427
988322,1023315,103529,0.962177,427
988323,1021675,103529,0.964133,427
988324,1231096,103529,0.960126,427
988325,1231610,103529,0.962424,427
988326,1022922,103529,0.961822,427
988327,1021395,103529,0.961393,427
988328,1022668,103529,0.959809,427
988329,1020742,103529,0.958573,427
988330,1020914,103529,0.960541,427
988331,1020344,103529,0.963141,427
988332,1024090,103529,0.957965,427
988333,1020621,103529,0.957739,427
988334,1019677,103529,0.96114,427
988335,1021075,103529,0.95709,427
988336,1019597,103529,0.956181,427
988337,1024250,103529,0.957168,427
988338,1021397,103529,0.957276,427
988339,1021976,103529,0.955638,427
988340,1231117,103529,0.955733,427
988341,1024067,103529,0.955777,427
988342,1021619,103529,0.95965,427
988343,1024186,103529,0.954039,427
988344,1023728,103529,0.953701,427
988345,1020275,103529,0.951535,427
988346,1020469,103529,0.953054,427
988347,1021159,103529,0.951501,427
988348,1024063,103529,0.947225,427
988349,1020004,103530,1,427
988350,1020752,103530,0.973597,427
988351,1021154,103530,0.973597,427
988352,1021342,103530,0.973597,427
988353,1023366,103530,0.973298,427
988354,1019699,103530,0.9759,427
988355,1020604,103530,0.9759,427
988356,1021776,103530,0.9759,427
988357,1022213,103530,0.974799,427
988358,1020424,103530,0.972785,427
988359,1020272,103530,0.972473,427
988360,1019364,103530,0.970297,427
988361,1231372,103530,0.975782,427
988362,1021264,103530,0.962992,427
988363,1230628,103530,0.962992,427
988364,1230484,103530,0.963138,427
988365,1230710,103531,1,427
988366,1020966,103531,0.987666,427
988367,1022219,103531,0.987686,427
988368,1024173,103531,0.984825,427
988369,1230779,103531,0.98507,427
988370,1022299,103531,0.984563,427
988371,1023421,103531,0.984054,427
988372,1023841,103531,0.986714,427
988373,1024276,103531,0.982934,427
988374,1020289,103531,0.986917,427
988375,1023836,103531,0.987832,427
988376,1022998,103531,0.98723,427
988377,1021586,103531,0.979968,427
988378,1021288,103531,0.982666,427
988379,1023104,103531,0.983659,427
988380,1019826,103531,0.980177,427
988381,1021555,103531,0.981996,427
988382,1020809,103531,0.977686,427
988383,1021391,103531,0.977411,427
988384,1023834,103531,0.980985,427
988385,1022203,103531,0.976322,427
988386,1021936,103531,0.976478,427
988387,1230704,103531,0.978394,427
988388,1020968,103531,0.975707,427
988389,1019926,103531,0.978469,427
988390,1020405,103531,0.977314,427
988391,1021834,103531,0.972179,427
988392,1231464,103531,0.974891,427
988393,1020842,103531,0.975309,427
988394,1023902,103531,0.972971,427
988395,1019374,103531,0.970045,427
988396,1021751,103531,0.970002,427
988397,1023391,103531,0.966751,427
988398,1019973,103532,1,427
988399,1019389,103532,0.959978,427
988400,1230518,103532,0.973499,427
988401,1023173,103532,0.97276,427
988402,1019991,103532,0.961679,427
988403,1023388,103532,0.968264,427
988404,1023716,103532,0.958125,427
988405,1021186,103532,0.959141,427
988406,1020964,103532,0.955814,427
988407,1022920,103532,0.947481,427
988408,1024101,103532,0.945248,427
988409,1230448,103532,0.945188,427
988410,1230810,103532,0.957554,427
988411,1020891,103532,0.943698,427
988412,1023555,103532,0.942468,427
988413,1022389,103533,1,427
988414,1231467,103533,0.993645,427
988415,1231161,103533,0.993849,427
988416,1231060,103533,0.993403,427
988417,1023050,103533,0.993017,427
988418,1023999,103533,0.993732,427
988419,1231041,103533,0.993317,427
988420,1023292,103533,0.993292,427
988421,1023174,103533,0.992586,427
988422,1231099,103533,0.993497,427
988423,1023668,103533,0.993372,427
988424,1024081,103533,0.993056,427
988425,1023016,103533,0.993576,427
988426,1019830,103533,0.97193,427
988427,1021457,103533,0.981746,427
988428,1020873,103533,0.970181,427
988429,1021467,103533,0.968672,427
988430,1022809,103533,0.970203,427
988431,1019614,103533,0.965012,427
988432,1023416,103533,0.965811,427
988433,1022734,103533,0.969456,427
988434,1023840,103533,0.967871,427
988435,1021855,103533,0.967155,427
988436,1021390,103533,0.964291,427
988437,1023417,103533,0.96613,427
988438,1023696,103533,0.963517,427
988439,1023867,103533,0.963258,427
988440,1021134,103533,0.964912,427
988441,1023634,103533,0.965793,427
988442,1023658,103533,0.963506,427
988443,1019399,103533,0.964202,427
988444,1023443,103533,0.962102,427
988445,1020015,103533,0.962254,427
988446,1020171,103533,0.960938,427
988447,1019400,103534,1,427
988448,1019424,103534,1,427
988449,1019779,103534,1,427
988450,1019788,103534,1,427
988451,1019867,103534,1,427
988452,1019902,103534,1,427
988453,1020057,103534,1,427
988454,1020147,103534,1,427
988455,1020204,103534,1,427
988456,1020242,103534,1,427
988457,1020260,103534,1,427
988458,1020308,103534,1,427
988459,1020577,103534,1,427
988460,1020583,103534,1,427
988461,1020613,103534,1,427
988462,1020797,103534,1,427
988463,1020852,103534,1,427
988464,1021010,103534,1,427
988465,1021103,103534,1,427
988466,1021184,103534,1,427
988467,1021227,103534,1,427
988468,1021270,103534,1,427
988469,1021279,103534,1,427
988470,1021444,103534,1,427
988471,1021615,103534,1,427
988472,1021664,103534,1,427
988473,1021769,103534,1,427
988474,1021805,103534,1,427
988475,1021852,103534,1,427
988476,1021964,103534,1,427
988477,1022210,103534,1,427
988478,1230527,103534,1,427
988479,1230622,103534,1,427
988480,1230665,103534,1,427
988481,1230872,103534,0.993693,427
988482,1024083,103534,0.993614,427
988483,1231427,103534,0.99344,427
988484,1231608,103534,0.993596,427
988485,1022891,103534,0.993233,427
988486,1231071,103534,0.993062,427
988487,1019662,103534,0.973554,427
988488,1022031,103534,0.973554,427
988489,1231398,103534,0.972117,427
988490,1023905,103535,1,427
988491,1019650,103535,0.993515,427
988492,1019685,103535,0.993515,427
988493,1019860,103535,0.993515,427
988494,1019895,103535,0.993515,427
988495,1019930,103535,0.993515,427
988496,1020009,103535,0.993515,427
988497,1020158,103535,0.993515,427
988498,1020178,103535,0.993515,427
988499,1020355,103535,0.993515,427
988500,1020433,103535,0.993515,427
988501,1020976,103535,0.993515,427
988502,1021411,103535,0.993515,427
988503,1021471,103535,0.993515,427
988504,1021548,103535,0.993515,427
988505,1021624,103535,0.993515,427
988506,1021740,103535,0.993515,427
988507,1021744,103535,0.993515,427
988508,1021938,103535,0.993515,427
988509,1022086,103535,0.993515,427
988510,1231180,103535,0.99317,427
988511,1231246,103535,0.993198,427
988512,1020034,103535,0.984977,427
988513,1020243,103535,0.984977,427
988514,1020537,103535,0.984977,427
988515,1021061,103535,0.984977,427
988516,1021359,103535,0.984977,427
988517,1230356,103535,0.984977,427
988518,1230397,103535,0.984161,427
988519,1023441,103535,0.983577,427
988520,1021473,103535,0.983621,427
988521,1019604,103535,0.983252,427
988522,1019560,103535,0.978329,427
988523,1020008,103535,0.978329,427
988524,1020664,103535,0.978329,427
988525,1023984,103535,0.97824,427
988526,1019412,103535,0.974296,427
988527,1230494,103535,0.977914,427
988528,1230433,103535,0.973499,427
988529,1020816,103535,0.973165,427
988530,1021048,103535,0.97451,427
988531,1021674,103535,0.97451,427
988532,1021784,103535,0.97451,427
988533,1231558,103535,0.977689,427
988534,1020674,103535,0.972161,427
988535,1019401,103535,0.972678,427
988536,1021305,103535,0.972287,427
988537,1021644,103535,0.972467,427
988538,1021861,103535,0.972464,427
988539,1020977,103535,0.972071,427
988540,1231097,103535,0.972292,427
988541,1021229,103535,0.968254,427
988542,1021770,103535,0.973318,427
988543,1020197,103535,0.973675,427
988544,1021289,103535,0.973675,427
988545,1020056,103535,0.971195,427
988546,1020020,103535,0.969691,427
988547,1020028,103535,0.962578,427
988548,1021641,103535,0.960028,427
988549,1021828,103535,0.95871,427
988550,1021775,103535,0.954568,427
988551,1023506,103536,1,427
988552,1020198,103536,0.993317,427
988553,1020917,103536,0.993317,427
988554,1021962,103536,0.993317,427
988555,1023193,103536,0.993614,427
988556,1023990,103536,0.993764,427
988557,1022369,103536,0.993238,427
988558,1231562,103536,0.99402,427
988559,1023942,103536,0.993447,427
988560,1023799,103536,0.993577,427
988561,1024108,103536,0.993232,427
988562,1231028,103536,0.993543,427
988563,1023513,103536,0.994006,427
988564,1019404,103536,0.982156,427
988565,1019990,103536,0.982156,427
988566,1020921,103536,0.982156,427
988567,1021131,103536,0.982156,427
988568,1021345,103536,0.982156,427
988569,1022040,103536,0.982156,427
988570,1231403,103536,0.982492,427
988571,1023859,103536,0.982237,427
988572,1023675,103536,0.981816,427
988573,1231441,103536,0.982109,427
988574,1023593,103536,0.981995,427
988575,1019406,103537,1,427
988576,1019445,103537,0.977906,427
988577,1230464,103537,0.979345,427
988578,1020475,103537,0.979887,427
988579,1024243,103537,0.979383,427
988580,1022368,103537,0.979392,427
988581,1024092,103537,0.973198,427
988582,1023551,103537,0.973093,427
988583,1023917,103537,0.973126,427
988584,1023853,103537,0.9676,427
988585,1230905,103537,0.967542,427
988586,1230967,103537,0.967074,427
988587,1020203,103537,0.964945,427
988588,1019998,103537,0.96678,427
988589,1019760,103537,0.967096,427
988590,1019901,103537,0.968292,427
988591,1022417,103537,0.962062,427
988592,1023582,103537,0.961278,427
988593,1231578,103537,0.956527,427
988594,1023733,103537,0.962197,427
988595,1022212,103537,0.959369,427
988596,1231411,103537,0.950422,427
988597,1023645,103537,0.950077,427
988598,1019749,103537,0.951741,427
988599,1022729,103537,0.949936,427
988600,1023780,103537,0.95641,427
988601,1231267,103537,0.945518,427
988602,1022521,103538,1,427
988603,1023565,103538,0.994975,427
988604,1231518,103538,0.993082,427
988605,1019413,103538,0.993015,427
988606,1230644,103538,0.97105,427
988607,1021408,103538,0.958785,427
988608,1023991,103538,0.968524,427
988609,1231517,103538,0.967776,427
988610,1023540,103538,0.959901,427
988611,1021261,103538,0.956568,427
988612,1023293,103538,0.954231,427
988613,1023454,103538,0.957047,427
988614,1023541,103538,0.954961,427
988615,1019972,103538,0.952327,427
988616,1022054,103538,0.95251,427
988617,1230874,103538,0.953734,427
988618,1019771,103539,1,427
988619,1020445,103539,1,427
988620,1021725,103539,1,427
988621,1019431,103539,0.975355,427
988622,1020706,103539,0.973793,427
988623,1023113,103539,0.977973,427
988624,1022037,103539,0.973988,427
988625,1021853,103539,0.973705,427
988626,1021707,103539,0.974587,427
988627,1019884,103539,0.968616,427
988628,1020760,103539,0.96555,427
988629,1019939,103539,0.969836,427
988630,1019530,103539,0.969585,427
988631,1021443,103539,0.966025,427
988632,1022176,103539,0.964538,427
988633,1021217,103539,0.958456,427
988634,1230565,103539,0.957254,427
988635,1021739,103539,0.959431,427
988636,1024009,103539,0.956615,427
988637,1020429,103539,0.962824,427
988638,1231332,103539,0.956401,427
988639,1230440,103539,0.958126,427
988640,1020039,103539,0.955835,427
988641,1231312,103539,0.955342,427
988642,1230358,103539,0.95855,427
988643,1231214,103539,0.960728,427
988644,1019956,103539,0.957341,427
988645,1022065,103539,0.951918,427
988646,1020319,103539,0.950938,427
988647,1021147,103539,0.951326,427
988648,1023449,103540,1,427
988649,1021961,103540,0.967684,427
988650,1020245,103540,0.963177,427
988651,1231037,103540,0.9656,427
988652,1019479,103540,0.964139,427
988653,1021533,103540,0.956722,427
988654,1021417,103540,0.962038,427
988655,1230935,103540,0.966696,427
988656,1019898,103540,0.963994,427
988657,1024265,103540,0.960159,427
988658,1021527,103540,0.959638,427
988659,1024226,103540,0.957981,427
988660,1021515,103540,0.963569,427
988661,1021073,103540,0.95976,427
988662,1230712,103540,0.956384,427
988663,1021438,103540,0.960964,427
988664,1022748,103540,0.954574,427
988665,1022918,103540,0.961809,427
988666,1019882,103540,0.953504,427
988667,1231026,103540,0.961155,427
988668,1019863,103540,0.957347,427
988669,1020149,103540,0.963137,427
988670,1231564,103540,0.954079,427
988671,1231094,103540,0.954792,427
988672,1022095,103540,0.963095,427
988673,1021796,103540,0.95245,427
988674,1019433,103540,0.95725,427
988675,1024064,103540,0.962385,427
988676,1230664,103540,0.956694,427
988677,1021566,103540,0.951191,427
988678,1023564,103540,0.957109,427
988679,1020906,103540,0.95065,427
988680,1230791,103540,0.956926,427
988681,1024264,103540,0.951059,427
988682,1022059,103540,0.948562,427
988683,1019619,103541,1,427
988684,1230811,103541,0.979507,427
